image_path, caption_gt, caption, model, user_id, rating, comment, opinion_0, opinion_1, opinion_2, opinion_3, opinion_4, opinion_5, opinion_6, opinion_7, opinion_8, opinion_9, opinion_10, opinion_11
/media/images/caption_site/3072172967_630e9c69d0.png, A player from the white and green highschool team dribbles down court defended by a player from the other team, a group of men playing a game with nintendo wii controllers', Transformer_NSC, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/3482062809_3b694322c4.png, A group of tourists stand around as a lady puts her hand near the mouth of a statue, Woman stand high, Model Z, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 0, "", 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/1167669558_87a8a467d6.png, This man is smiling very big at the camera, I think it's a man with a yellow shirt., Microsoft Caption Bot, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 51, "", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2847615962_c330bded6e.png, A dog lays on a mattress on the porch, a monkey is sitting on a blanket outside', Transformer_NSC, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, -41, "", 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2847615962_c330bded6e.png, A dog lays on a mattress on the porch, a monkey is sitting on a blanket outside', Transformer_NSC, p50lc9xrk4bkpuv2xgata0894qee2ho3, 0, "a monkey is sitting on a blanket outside'", 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0
/media/images/caption_site/2847615962_c330bded6e.png, A dog lays on a mattress on the porch, a monkey is sitting on a blanket outside', Transformer_NSC, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
/media/images/caption_site/2847615962_c330bded6e.png, A dog lays on a mattress on the porch, I think it's a dog with a toy., Microsoft Caption Bot, p50lc9xrk4bkpuv2xgata0894qee2ho3, 0, "I think it's a dog with a toy.", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/3344233740_c010378da7.png, A man is standing on a sidewalk in the background with a blurry image of another man in the foreground, a bearded man in a hat is standing in front of a shop, Model X, q4c2d5aphar0b20pygnou7f33xbu415q, 96, "", 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/3344233740_c010378da7.png, A man is standing on a sidewalk in the background with a blurry image of another man in the foreground, I think it's a woman taking a selfie with a man on a street., Microsoft Caption Bot, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2435685480_a79d42e564.png, The lady is sitting on a rock, Woman wearing coat is top of mountain, Model Z, q4c2d5aphar0b20pygnou7f33xbu415q, -76, "", 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2435685480_a79d42e564.png, The lady is sitting on a rock, Woman wearing coat is top of mountain, Model Z, p50lc9xrk4bkpuv2xgata0894qee2ho3, 52, "Woman wearing coat is top of mountain", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2435685480_a79d42e564.png, The lady is sitting on a rock, I think it's a man sitting on a rock., Microsoft Caption Bot, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
/media/images/caption_site/3110649716_c17e14670e.png, A man helps another man tie a red ribbon onto his arm, man have has, Model Z, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, -98, "Very bad caption!!! Could not be worse.", 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
/media/images/caption_site/3110649716_c17e14670e.png, A man helps another man tie a red ribbon onto his arm, I think it's a man handing another man something., Microsoft Caption Bot, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 50, "Good enough. But could be better.", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
/media/images/caption_site/2511019188_ca71775f2d.png, Two dogs are playing ; one is catching a Frisbee, a brown dog is chasing a red ball, Model X, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, -24, "", 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0
/media/images/caption_site/2511019188_ca71775f2d.png, Two dogs are playing ; one is catching a Frisbee, a brown dog is chasing a red ball, Model X, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2511019188_ca71775f2d.png, Two dogs are playing ; one is catching a Frisbee, Two dogs, Model Z, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 0, "The sentence is not good enough to be considered a caption for an image. too short and too vague", 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0
/media/images/caption_site/2511019188_ca71775f2d.png, Two dogs are playing ; one is catching a Frisbee, two dogs are playing with a frisbee in the grass', Transformer_NSC, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 68, "Good enough. Only one issue -- two frisbees", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
/media/images/caption_site/2511019188_ca71775f2d.png, Two dogs are playing ; one is catching a Frisbee, two dogs are playing with a frisbee in the grass', Transformer_NSC, q4c2d5aphar0b20pygnou7f33xbu415q, 79, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/2511019188_ca71775f2d.png, Two dogs are playing ; one is catching a Frisbee, I think it's a couple of dogs play with a frisbee., Microsoft Caption Bot, q4c2d5aphar0b20pygnou7f33xbu415q, 100, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/2521770311_3086ca90de.png, A boy holds a picture over his head, a young boy in a life jacket is sitting on a bed, Model X, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, -100, "", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2521770311_3086ca90de.png, A boy holds a picture over his head, Young holds cardboard to drink, Model Z, p50lc9xrk4bkpuv2xgata0894qee2ho3, 34, "Young holds cardboard to drink", 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
/media/images/caption_site/2521770311_3086ca90de.png, A boy holds a picture over his head, a little boy that is standing up with hands', Transformer_NSC, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 31, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2521770311_3086ca90de.png, A boy holds a picture over his head, a little boy that is standing up with hands', Transformer_NSC, q4c2d5aphar0b20pygnou7f33xbu415q, -69, "", 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2521770311_3086ca90de.png, A boy holds a picture over his head, A boy holding a box, Microsoft Caption Bot, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 100, "Great!!!", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/2521770311_3086ca90de.png, A boy holds a picture over his head, A boy holding a box, Microsoft Caption Bot, p50lc9xrk4bkpuv2xgata0894qee2ho3, 100, "A boy holding a box", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/2723477522_d89f5ac62b.png, A big dog chases a little dog on the grass, two brown dogs are playing tug of war with a red ball, Model X, q4c2d5aphar0b20pygnou7f33xbu415q, -54, "", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
/media/images/caption_site/2723477522_d89f5ac62b.png, A big dog chases a little dog on the grass, Two brown dogs, Model Z, p50lc9xrk4bkpuv2xgata0894qee2ho3, 100, "Two brown dogs", 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
/media/images/caption_site/2723477522_d89f5ac62b.png, A big dog chases a little dog on the grass, I think it's a couple of dogs running in a field., Microsoft Caption Bot, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 61, "Good enough. Could be better.", 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1
/media/images/caption_site/2218609886_892dcd6915.png, The man in the black hat is sitting on the floor beside the green door, a man in a red shirt is asleep on a bench, Model X, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
/media/images/caption_site/2218609886_892dcd6915.png, The man in the black hat is sitting on the floor beside the green door, Two man sits outside door, Model Z, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2218609886_892dcd6915.png, The man in the black hat is sitting on the floor beside the green door, a man is sitting on the floor eating something', Transformer_NSC, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 66, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/2218609886_892dcd6915.png, The man in the black hat is sitting on the floor beside the green door, a man is sitting on the floor eating something', Transformer_NSC, q4c2d5aphar0b20pygnou7f33xbu415q, 53, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/3745451546_fc8ec70cbd.png, A hiker ascends a snowy hill, a man stands on a cliff overlooking the mountains, Model X, q4c2d5aphar0b20pygnou7f33xbu415q, -54, "", 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/3745451546_fc8ec70cbd.png, A hiker ascends a snowy hill, Man is high up hill, Model Z, kujjrsq9kwpqjva4h0eoebyftfbroq7f, 52, "The correct form should be "A person is climbing."", 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
/media/images/caption_site/3745451546_fc8ec70cbd.png, A hiker ascends a snowy hill, a man riding a snowboard down a snow covered slope', Transformer_NSC, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 100, "Great!!!", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/3745451546_fc8ec70cbd.png, A hiker ascends a snowy hill, a man riding a snowboard down a snow covered slope', Transformer_NSC, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 100, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/3745451546_fc8ec70cbd.png, A hiker ascends a snowy hill, a man riding a snowboard down a snow covered slope', Transformer_NSC, p50lc9xrk4bkpuv2xgata0894qee2ho3, 100, "a man riding a snowboard down a snow covered slope'", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/3745451546_fc8ec70cbd.png, A hiker ascends a snowy hill, I think it's a dog on a snowy mountain., Microsoft Caption Bot, p50lc9xrk4bkpuv2xgata0894qee2ho3, -100, "I think it's a dog on a snowy mountain.", 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2844018783_524b08e5aa.png, Two young boys sit and one young boy stands on an unfinished wooden floor, Man boys watching, Model Z, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, -29, "", 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/3100251515_c68027cc22.png, A crowd of people wearing jackets and holding signs, There march is walking down the next, Model Z, p50lc9xrk4bkpuv2xgata0894qee2ho3, 100, "There march is walking down the next", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/3100251515_c68027cc22.png, A crowd of people wearing jackets and holding signs, a group of people standing next to each other', Transformer_NSC, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 51, "Good enough. Would be better if it could mention that the group of people seems to be protesting something.", 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0
/media/images/caption_site/3100251515_c68027cc22.png, A crowd of people wearing jackets and holding signs, I think it's a group of people protesting., Microsoft Caption Bot, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 100, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/3100251515_c68027cc22.png, A crowd of people wearing jackets and holding signs, I think it's a group of people protesting., Microsoft Caption Bot, f4t4hyc8onooht5rsmax9dbgah5jflem, 62, "", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
/media/images/caption_site/2943023421_e297f05e11.png, A black Mitsubishi is driving through a muddy puddle and spraying water, a group of cars are parked on a wet path in front of a yellow truck, Model X, p50lc9xrk4bkpuv2xgata0894qee2ho3, -1, "a group of cars are parked on a wet path in front of a yellow truck", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2943023421_e297f05e11.png, A black Mitsubishi is driving through a muddy puddle and spraying water, a car parked in the middle of a forest', Transformer_NSC, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 31, "Identified car and forest, which is good. But failed to detect that the car seems to be on motion", 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
/media/images/caption_site/3286822339_5535af6b93.png, A busy city street with many people walking along it, a group of people walking down a sidewalk', Transformer_NSC, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 35, "This seems to be a market street. Not a sidewalk. But did a good job understanding that a group of people walking.", 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0
/media/images/caption_site/2479652566_8f9fac8af5.jpg, A little girl wearing sunglasses puts her feet into the kitchen sink, I think it's a person sitting on a chair., Microsoft Caption Bot, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, -29, "", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2748729903_3c7c920c4d.png, The parasailer is skipping across the water, Parasailer after skipping across the water, Model Z, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 27, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2748729903_3c7c920c4d.png, The parasailer is skipping across the water, Parasailer after skipping across the water, Model Z, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 80, "The caption could have been better, if the sentence structure was a bit better", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/2748729903_3c7c920c4d.png, The parasailer is skipping across the water, Parasailer after skipping across the water, Model Z, p50lc9xrk4bkpuv2xgata0894qee2ho3, 100, "Parasailer after skipping across the water", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/2748729903_3c7c920c4d.png, The parasailer is skipping across the water, I think it's a person in a boat with a large umbrella in the water., Microsoft Caption Bot, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, -15, "", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/444481722_690d0cadcf.png, A dark skinned man walks by a woman talking on a cellphone, a man in a red shirt is standing in front of a fountain, Model X, p50lc9xrk4bkpuv2xgata0894qee2ho3, -86, "a man in a red shirt is standing in front of a fountain", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/444481722_690d0cadcf.png, A dark skinned man walks by a woman talking on a cellphone, I think it's a man and woman walking down the street., Microsoft Caption Bot, f4t4hyc8onooht5rsmax9dbgah5jflem, 57, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
/media/images/caption_site/1352410176_af6b139734.png, Girl walking along the tops of wooden posts set into sand on a beach, Girl is jumping on that, Model Z, 8cbazv4wu5zrrzzzys2emfi59x12ngoj, 20, "Identified the girl. That's the only good thing about the caption too be honest.", 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
/media/images/caption_site/1352410176_af6b139734.png, Girl walking along the tops of wooden posts set into sand on a beach, a person standing in the sand on a beach', Transformer_NSC, p50lc9xrk4bkpuv2xgata0894qee2ho3, 51, "a person standing in the sand on a beach'", 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
/media/images/caption_site/1352410176_af6b139734.png, Girl walking along the tops of wooden posts set into sand on a beach, I think it's a person standing on a railing on a beach., Microsoft Caption Bot, q4c2d5aphar0b20pygnou7f33xbu415q, -74, "", 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/1131932671_c8d17751b3.png, A boy is jumping on a bed, a young boy in a red shirt is sitting on a bed, Model X, p50lc9xrk4bkpuv2xgata0894qee2ho3, -52, "a young boy in a red shirt is sitting on a bed", 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
/media/images/caption_site/1131932671_c8d17751b3.png, A boy is jumping on a bed, a person jumping up in the air on a bed', Transformer_NSC, kujjrsq9kwpqjva4h0eoebyftfbroq7f, 51, "It does not detect a boy/child", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
/media/images/caption_site/1131932671_c8d17751b3.png, A boy is jumping on a bed, I think it's a person sitting on a bed., Microsoft Caption Bot, q4c2d5aphar0b20pygnou7f33xbu415q, -100, "", 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2884301336_dc8e974431.png, A dog comes out of a blue baby pool with a ball in his mouth, Dog swimming pool with small, Model Z, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 10, "", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
/media/images/caption_site/2884301336_dc8e974431.png, A dog comes out of a blue baby pool with a ball in his mouth, I think it's a dog in a pool., Microsoft Caption Bot, 51q8r4lpw8lk7h0ogxnn9f4n4g0v5isd, 52, "", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

            
        
